State,Year,Coal,Natural gas,Petroleum,Nuclear,Total renewable energy,TotalEnergy,PercentRenewable,PercentNonRenewable
CO,1961,76938,210872,174643,0,9415,471868,1.995261386658981,98.00473861334102
CT,1961,107540,31424,365569,0,14421,518954,2.7788590125521724,97.22114098744782
DC,1961,25770,13721,56135,0,124,95750,0.12950391644908615,99.87049608355092
DE,1961,20776,9708,117413,0,5101,152998,3.334030510202748,96.66596948979725
FL,1961,36267,148894,634303,0,32510,851974,3.815844145478618,96.18415585452138
GA,1961,90769,186255,298313,0,78025,653362,11.942078051677324,88.05792194832267
HI,1961,0,0,113496,0,83,113579,0.07307688921367507,99.92692311078632
IA,1961,104513,211826,276695,0,9222,602256,1.5312425280943651,98.46875747190563
ID,1961,17103,24808,77658,0,29904,149473,20.00628876118095,79.99371123881905
IL,1961,899157,576551,1102481,6144,30809,2615142,1.1781004626135025,98.8218995373865
IN,1961,798090,248273,593230,0,23426,1663019,1.4086429559734435,98.59135704402655
KS,1961,13478,364020,253398,0,3739,634635,0.5891575472515698,99.41084245274843
KY,1961,288113,156328,199248,0,30224,673913,4.48485190224851,95.51514809775149
LA,1961,1,1064610,469790,0,37174,1571575,2.365397769753273,97.63460223024673
MA,1961,120459,84630,823920,9931,46881,1085821,4.317562471162374,95.68243752883762
MD,1961,230214,76520,348191,0,27478,682403,4.026652872276353,95.97334712772364
ME,1961,19505,0,168340,0,37729,225574,16.72577513365902,83.27422486634097
MI,1961,637466,422582,715745,0,42271,1818064,2.3250556636070017,97.674944336393
MN,1961,130948,199324,374735,0,27142,732149,3.7071688959487754,96.29283110405123
MO,1961,158523,284094,403064,0,36095,881776,4.093443232748453,95.90655676725154
MS,1961,655,190591,142103,0,45532,378881,12.017493619368615,87.98250638063139
MT,1961,5149,61314,116813,0,29514,212790,13.870012688566192,86.12998731143381
NC,1961,244241,52291,441038,0,86520,824090,10.498853280588285,89.50114671941172
ND,1961,30011,29310,96651,0,5238,161210,3.2491780906891634,96.75082190931084
NE,1961,18164,144566,138374,0,6114,307218,1.990117766537117,98.00988223346289
NH,1961,12308,3124,88309,0,14720,118461,12.42603050793088,87.57396949206912
NJ,1961,193959,159189,969056,0,20614,1342818,1.5351298537850997,98.4648701462149
NM,1961,3303,218948,107071,0,6560,335882,1.953066850858337,98.04693314914167
NV,1961,3740,16419,62004,0,6893,89056,7.740073661516349,92.25992633848365
NY,1961,634013,450630,1817656,0,119407,3021706,3.951641887066445,96.04835811293356
OH,1961,1159286,746456,770467,0,36264,2712473,1.336934966725936,98.66306503327407
OK,1961,1452,316051,257686,0,12937,588126,2.1996987040192066,97.80030129598079
OR,1961,9420,35011,218420,0,98494,361345,27.257606996084075,72.74239300391592
PA,1961,1431872,547651,1100989,3548,50343,3134403,1.6061431794188559,98.39385682058115
RI,1961,15116,13227,136939,0,2953,168235,1.7552827889559248,98.24471721104408
SC,1961,103498,63060,222199,0,52845,441602,11.966657759702175,88.03334224029783
SD,1961,6273,26724,87074,0,5345,125416,4.261816674108567,95.73818332589143
TN,1961,354174,166703,236525,0,73329,830731,8.827045096427122,91.17295490357287
TX,1961,18203,2831993,1555772,0,43091,4449059,0.9685418871720964,99.0314581128279
UT,1961,81964,79168,126702,0,2920,290754,1.0042854096590246,98.99571459034098
VA,1961,328073,73034,429518,0,57891,888516,6.515470739975419,93.48452926002459
VT,1961,3906,0,50463,0,9783,64152,15.249719416386084,84.75028058361391
WA,1961,15709,72805,363073,0,185353,636940,29.100543222281534,70.89945677771847
WI,1961,307795,117658,390600,0,46016,862069,5.337855786485768,94.66214421351422
WV,1961,386400,168291,131972,0,16121,702784,2.2938769237774337,97.70612307622257
WY,1961,20100,59326,81242,0,3694,164362,2.24747812754773,97.75252187245226
US,1961,9618013,12926392,20168040,19678,1825773,44557896,4.0975296499637235,95.90247035003628
AK,1962,13559,4048,53752,0,5283,76642,6.893087341144542,93.10691265885546
AL,1962,427177,201250,239387,0,71684,939498,7.630032208690173,92.36996779130983
AR,1962,160,235477,166202,0,40059,441898,9.065214144440572,90.93478585555943
AZ,1962,6291,163461,135742,0,13645,319139,4.275566445968685,95.72443355403132
CA,1962,39681,1483423,1879327,84,165152,3567667,4.62913158655222,95.37086841344778
CO,1962,79296,202310,183671,0,9886,475163,2.0805492010110216,97.91945079898898
CT,1962,112064,33355,378744,0,13830,537993,2.5706654175797827,97.42933458242021
DC,1962,22437,14742,58579,0,125,95883,0.13036721838073487,99.86963278161926
DE,1962,22586,14999,122925,0,5134,165644,3.099418029026104,96.9005819709739
FL,1962,39644,162843,715541,0,34131,952159,3.5845903887901076,96.4154096112099
GA,1962,87199,199380,327690,0,78468,692737,11.327242517723176,88.67275748227682
HI,1962,0,0,108072,0,69,108141,0.06380558715010957,99.93619441284989
IA,1962,114293,221026,284716,0,8926,628961,1.419165894228736,98.58083410577126
ID,1962,18028,26709,81066,0,31236,157039,19.890600424098473,80.10939957590153
IL,1962,912473,624035,1116454,13870,31511,2698343,1.1677907515834718,98.83220924841653
IN,1962,785052,281781,603338,0,23550,1693721,1.3904297106784411,98.60957028932155
KS,1962,14595,373666,264169,0,3561,655991,0.5428428133922569,99.45715718660774
KY,1962,287376,163826,222878,0,31596,705676,4.477408895867225,95.52259110413277
LA,1962,0,1050301,489667,0,36785,1576753,2.332958935229551,97.66704106477044
MA,1962,119907,92131,844011,8017,47937,1112003,4.310869664919969,95.68913033508004
MD,1962,252310,84796,369692,0,27796,734594,3.783858839032173,96.21614116096782
ME,1962,17821,0,163744,0,37615,219180,17.16169358518113,82.83830641481887
MI,1962,695978,459179,739170,0,41564,1935891,2.147021707317199,97.8529782926828
MN,1962,131206,221625,391131,0,27479,771441,3.562035204247635,96.43796479575236
MO,1962,180520,299614,420475,0,33947,934556,3.6324201010961357,96.36757989890387
MS,1962,708,199391,155263,0,44673,400035,11.167272863624433,88.83272713637557
MT,1962,5670,65680,120089,0,29088,220527,13.190221605517692,86.80977839448231
NC,1962,260487,58346,462642,0,88160,869635,10.137586458686691,89.86241354131332
ND,1962,28384,32045,104594,0,4815,169838,2.835054581424652,97.16494541857534
NE,1962,23047,149324,141446,0,6003,319820,1.876993308736164,98.12300669126384
NH,1962,12330,3431,94812,0,15416,125989,12.235988856169984,87.76401114383002
NJ,1962,195944,180307,1039261,0,21038,1436550,1.46448087431694,98.53551912568307
NM,1962,2451,247090,114724,0,6336,370601,1.7096553975839246,98.29034460241607
NV,1962,4218,18141,67559,0,7640,97558,7.83123885278501,92.168761147215
NY,1962,620891,491055,1883701,706,128633,3124986,4.116274440909495,95.88372555909051
OH,1962,1229713,784630,805616,0,36861,2856820,1.2902808017305956,98.70971919826941
OK,1962,1072,416403,273079,0,11435,701989,1.6289429036637326,98.37105709633627
OR,1962,8805,39190,228614,0,102510,379119,27.039003584626464,72.96099641537354
PA,1962,1477609,568742,1146054,3717,50913,3247035,1.5679843303198149,98.43201566968018
RI,1962,14953,14277,142184,0,3100,174514,1.7763617818627733,98.22363821813722
SC,1962,108500,73118,241045,0,51541,474204,10.868950915639683,89.13104908436031
SD,1962,6725,28372,90393,0,6520,132010,4.939019771229452,95.06098022877055
TN,1962,347170,173967,253947,0,76268,851352,8.9584566665727,91.0415433334273
TX,1962,20582,2959563,1633869,0,42005,4656019,0.9021655624687098,99.09783443753129
UT,1962,65575,87938,136636,0,3384,293533,1.1528516384869845,98.84714836151302
VA,1962,345482,79884,441746,0,58653,925765,6.33562513164788,93.66437486835213
VT,1962,3019,0,52473,0,9975,65467,15.236684130936197,84.7633158690638
WA,1962,15652,84281,373247,0,194038,667218,29.081649475883445,70.91835052411656
WI,1962,310326,141294,404321,0,46422,902363,5.1444928482218355,94.85550715177817
WV,1962,391870,159207,139292,0,16329,706698,2.3106050958117894,97.6893949041882
WY,1962,23749,61189,90729,0,4776,180443,2.646819217148906,97.3531807828511
US,1962,9904585,13730841,20997481,26394,1887502,46546803,4.055062600110259,95.94493739988974
AK,1963,11999,5567,55429,0,5493,78488,6.998522067067578,93.00147793293242
AL,1963,442465,211348,251791,0,67547,973151,6.941060534285018,93.05893946571499
AR,1963,135,252846,172970,0,38411,464362,8.271779344563077,91.72822065543693
AZ,1963,8432,169533,144241,0,14064,336270,4.18235346596485,95.81764653403515
CA,1963,46127,1623370,1915789,2288,180034,3767608,4.778469522306992,95.22153047769301
CO,1963,88958,180366,189938,0,10099,469361,2.151648730934185,97.84835126906582
CT,1963,117384,35575,380064,0,14287,547310,2.6104036103853394,97.38959638961467
DC,1963,18598,15335,60510,0,119,94562,0.1258433620270299,99.87415663797297
DE,1963,26494,17082,128087,0,5356,177019,3.025663911783481,96.97433608821652
FL,1963,43281,179441,735066,0,36741,994529,3.6943115786467766,96.30568842135322
GA,1963,115509,195667,343066,0,82421,736663,11.188426729725805,88.8115732702742
HI,1963,0,0,113818,0,284,114102,0.24890010692187692,99.75109989307812
IA,1963,116201,220538,290839,0,8046,635624,1.265842699457541,98.73415730054246
ID,1963,16589,28366,79238,0,30959,155152,19.953980612560585,80.04601938743942
IL,1963,912344,655743,1146719,11093,33167,2759066,1.2021096994417677,98.79789030055824
IN,1963,815496,297815,615254,0,23640,1752205,1.3491572047791212,98.65084279522088
KS,1963,16716,367759,268945,0,3681,657101,0.5601878554438359,99.43981214455616
KY,1963,368036,173508,228153,0,31134,800831,3.8877116395344338,96.11228836046557
LA,1963,2,1128773,578993,0,39147,1746915,2.2409218536677513,97.75907814633224
MA,1963,115969,99924,810041,11181,47754,1084869,4.401821786777942,95.59817821322206
MD,1963,275328,89004,373975,0,28595,766902,3.728638078920123,96.27136192107987
ME,1963,12541,0,168899,0,38725,220165,17.58908091658529,82.41091908341471
MI,1963,758970,470503,752116,1453,41693,2024735,2.05918305358479,97.94081694641521
MN,1963,138716,218609,397851,8,26381,781565,3.375407035883132,96.62459296411687
MO,1963,180670,309137,430599,0,30636,951042,3.2213088380954784,96.77869116190452
MS,1963,763,222937,173232,0,39154,436086,8.978504239989359,91.02149576001064
MT,1963,5372,66566,121231,0,27929,221098,12.631955060651837,87.36804493934817
NC,1963,282911,64539,467240,0,85633,900323,9.511364254828544,90.48863574517145
ND,1963,24937,32283,110136,0,5429,172785,3.142055155250745,96.85794484474926
NE,1963,24513,145771,151176,886,6032,328378,1.8369074663954346,98.16309253360457
NH,1963,11520,3607,98991,0,15334,129452,11.84531718320304,88.15468281679696
NJ,1963,193035,197097,1062840,0,23285,1476257,1.5772998874857156,98.42270011251428
NM,1963,15765,239911,117912,0,6161,379749,1.622387419058378,98.37761258094162
NV,1963,3387,20681,71529,0,7049,102646,6.867291467762991,93.132708532237
NY,1963,643946,520712,1902730,7017,123205,3197610,3.853033984757366,96.14696601524264
OH,1963,1243806,826138,821093,0,38113,2929150,1.3011624532714268,98.69883754672857
OK,1963,1685,490988,283258,0,9292,785223,1.1833581033668144,98.81664189663319
OR,1963,7455,46731,235270,0,102818,392274,26.21076084573538,73.78923915426462
PA,1963,1538471,609513,1174614,4221,51746,3378565,1.5315969945820194,98.46840300541798
RI,1963,13308,15343,140204,0,3195,172050,1.8570183086312118,98.14298169136879
SC,1963,118239,78478,245215,0,50928,492860,10.333157488942094,89.66684251105791
SD,1963,6221,25084,94732,0,11217,137254,8.17243941888761,91.8275605811124
TN,1963,386275,179197,263331,0,72432,901235,8.036971489123259,91.96302851087674
TX,1963,19173,3044428,1812971,0,39339,4915911,0.8002382467868112,99.1997617532132
UT,1963,62411,88494,136195,0,3210,290310,1.1057145809651752,98.89428541903483
VA,1963,360181,86240,468650,0,58080,973151,5.968241310957909,94.03175868904209
VT,1963,3352,0,52519,0,9119,64990,14.031389444529928,85.96861055547008
WA,1963,13194,93433,379869,0,209427,695923,30.09341550717536,69.90658449282463
WI,1963,319255,156163,410815,0,44151,930384,4.745459939121911,95.25454006087809
WV,1963,438083,163925,129969,0,15363,747340,2.0556908502154307,97.94430914978457
WY,1963,30292,55041,86377,0,4428,176138,2.5139379350282165,97.48606206497179
US,1963,10414512,14419107,21644489,38147,1900483,48416738,3.925260309771385,96.07473969022861
AK,1964,12029,6805,58130,0,5828,82792,7.039327471253261,92.96067252874674
AL,1964,459000,230316,256646,0,76231,1022193,7.4575936246873145,92.54240637531268
AR,1964,186,278852,184126,0,38775,501939,7.725042286014834,92.27495771398516
AZ,1964,9103,174623,147476,0,13932,345134,4.036692994604994,95.96330700539501
CA,1964,53723,1817241,2027468,4369,174530,4077331,4.280496236386008,95.71950376361399
CO,1964,89600,205251,195500,0,10420,500771,2.080791419630929,97.91920858036907
CT,1964,120798,38627,389732,0,14805,563962,2.6251768736191448,97.37482312638086
DC,1964,18111,16266,70175,0,104,104656,0.09937318452835958,99.90062681547164
DE,1964,29241,17826,125502,0,5510,178079,3.09413237944957,96.90586762055042
FL,1964,46691,189595,770772,0,36972,1044030,3.541277549495704,96.4587224505043
GA,1964,123813,215579,359649,0,87913,786954,11.171300990909252,88.82869900909074
HI,1964,0,0,122004,0,617,122621,0.5031764542778154,99.49682354572218
IA,1964,112797,244609,291326,0,7934,656666,1.208224576877743,98.79177542312226
ID,1964,18234,33014,84040,0,32529,167817,19.383614294141832,80.61638570585816
IL,1964,944485,737326,1163221,11710,33237,2889979,1.150077561117226,98.84992243888277
IN,1964,860401,333685,620329,0,22850,1837265,1.2436964727461743,98.75630352725382
KS,1964,14827,391306,262682,0,3580,672395,0.5324251370102395,99.46757486298976
KY,1964,401711,179666,234448,0,29999,845824,3.546718939164649,96.45328106083535
LA,1964,1,1201445,626747,0,39291,1867484,2.1039537688140837,97.89604623118592
MA,1964,123421,108193,838538,14166,49424,1133742,4.359369239209626,95.64063076079037
MD,1964,300629,94255,391581,0,29601,816066,3.6272801464587423,96.37271985354126
ME,1964,8082,0,177055,0,38510,223647,17.21909974200414,82.78090025799585
MI,1964,780945,505780,762674,2293,41873,2093565,2.000081201204644,97.99991879879536
MN,1964,156354,236502,401486,669,26549,821560,3.2315351282925167,96.76846487170748
MO,1964,183420,332023,437130,0,28979,981552,2.952365233833765,97.04763476616624
MS,1964,729,250528,180787,0,38448,470492,8.171871147649695,91.8281288523503
MT,1964,5811,69486,123327,0,31292,229916,13.610188068685956,86.38981193131404
NC,1964,295013,70932,473652,0,89520,929117,9.63495447828422,90.36504552171579
ND,1964,26502,33390,109579,0,6775,176246,3.8440588722580937,96.15594112774191
NE,1964,23650,160545,147140,1082,5732,338149,1.6951107352084436,98.30488926479156
NH,1964,11755,3817,97142,0,15585,128299,12.147405669568741,87.85259433043126
NJ,1964,206555,209714,1079414,0,23810,1519493,1.5669700353999656,98.43302996460004
NM,1964,31271,226697,125717,0,6233,389918,1.598541231746162,98.40145876825383
NV,1964,3234,25579,75647,0,6445,110905,5.811279924259502,94.1887200757405
NY,1964,739638,527890,1888516,4555,119068,3279667,3.6304905345573193,96.36950946544268
OH,1964,1272289,852659,858117,207,37942,3021214,1.2558527797104078,98.74414722028959
OK,1964,1035,522805,286214,0,9214,819268,1.1246625036007754,98.87533749639923
OR,1964,6833,57979,249225,0,110005,424042,25.942005744713967,74.05799425528603
PA,1964,1699047,632666,1193781,301,51558,3577353,1.4412332246775759,98.55876677532243
RI,1964,11022,16145,135069,0,3505,165741,2.1147452953704877,97.88525470462952
SC,1964,108707,82101,231493,468,56855,479624,11.854077360599137,88.14592263940087
SD,1964,5539,27528,94639,0,11830,139536,8.478098841875932,91.52190115812407
TN,1964,336101,191178,273631,0,77432,878342,8.815700490241841,91.18429950975816
TX,1964,26232,3040492,1933568,0,40685,5040977,0.8070856105869954,99.192914389413
UT,1964,71031,99071,136680,0,4758,311540,1.5272517172754703,98.47274828272452
VA,1964,370395,91963,479118,0,57524,999000,5.7581581581581585,94.24184184184185
VT,1964,2730,0,49575,0,8820,61125,14.429447852760736,85.57055214723927
WA,1964,11827,113935,393136,0,225740,744638,30.315401577679356,69.68459842232065
WI,1964,333408,173946,410726,0,44178,962258,4.591076405704084,95.40892359429591
WV,1964,467210,172374,130542,0,15290,785416,1.946739052935005,98.053260947065
WY,1964,32379,55437,85379,0,4449,177644,2.5044470964400714,97.49555290355993
US,1964,10967543,15297642,22240249,39819,1952686,50497939,3.8668627644387628,96.13313723556124
AK,1965,9888,7670,61705,0,6057,85320,7.09915611814346,92.90084388185655
AL,1965,533142,236949,261907,0,71876,1103874,6.511250378213456,93.48874962178654
AR,1965,163,277661,178998,0,38819,495641,7.832080074085881,92.16791992591412
AZ,1965,7030,166063,145724,0,18841,337658,5.579906295719337,94.42009370428066
CA,1965,63693,1813213,2089816,3193,202276,4172191,4.848196067725567,95.15180393227443
CO,1965,98117,204483,198500,0,9768,510868,1.9120399007179938,98.087960099282
CT,1965,128613,41720,386912,0,14180,571425,2.4815155094719343,97.51848449052807
DC,1965,13804,17315,92330,0,98,123547,0.07932203938582078,99.92067796061419
DE,1965,29030,18742,133710,0,5577,187059,2.9814122816865267,97.01858771831347
FL,1965,55189,191669,822724,0,37816,1107398,3.4148517515834413,96.58514824841656
GA,1965,152600,219774,390399,0,85250,848023,10.05279337942485,89.94720662057514
HI,1965,0,0,129295,0,529,129824,0.4074747350258812,99.59252526497411
IA,1965,126638,249988,293900,0,8628,679154,1.2704040615236014,98.7295959384764
ID,1965,15863,36092,86807,0,33020,171782,19.222037233237476,80.77796276676253
IL,1965,1014492,778662,1216922,11393,33805,3055274,1.1064474086448548,98.89355259135515
IN,1965,900562,357502,647426,0,22400,1927890,1.1618920166607016,98.8381079833393
KS,1965,15282,440802,276842,0,3404,736330,0.46229272201322774,99.53770727798677
KY,1965,415492,176734,255784,0,30086,878096,3.4262768535558754,96.57372314644412
LA,1965,0,1156449,637032,0,38299,1831780,2.09080784810403,97.90919215189597
MA,1965,127922,115712,956316,11407,50963,1262320,4.037248875087141,95.96275112491286
MD,1965,327393,100979,410242,0,30986,869600,3.563247470101196,96.4367525298988
ME,1965,7992,0,171429,0,37108,216529,17.13765823515557,82.86234176484443
MI,1965,830191,563563,791646,2132,43091,2230623,1.9317921495474584,98.06820785045254
MN,1965,159987,248244,424101,1693,27094,861119,3.1463711751802017,96.8536288248198
MO,1965,189620,347967,461941,0,29755,1029283,2.8908473179873755,97.10915268201262
MS,1965,1020,250626,174275,0,37759,463680,8.143331608005521,91.85666839199448
MT,1965,5537,70795,110675,0,36437,223444,16.30699414618428,83.69300585381572
NC,1965,325866,78245,494612,0,85689,984412,8.704587103773623,91.29541289622638
ND,1965,24746,32437,106897,0,8854,172934,5.119872321232378,94.88012767876762
NE,1965,20815,164719,140541,-64,5708,331719,1.7207335124005558,98.27926648759944
NH,1965,11171,4133,96289,0,14607,126200,11.574484944532488,88.42551505546751
NJ,1965,236647,219196,1072225,0,23912,1551980,1.54074150440083,98.45925849559917
NM,1965,44277,224253,127993,0,5773,402296,1.4350130252351503,98.56498697476485
NV,1965,7892,29395,69877,0,6317,113481,5.5665706153453005,94.4334293846547
NY,1965,755238,558658,2109451,8585,124906,3556838,3.511714618433564,96.48828538156644
OH,1965,1324406,909391,917461,255,38645,3190158,1.2113820067846168,98.78861799321538
OK,1965,697,480079,294406,0,10422,785604,1.3266225732048207,98.67337742679518
OR,1965,7110,59990,248291,0,114175,429566,26.579151981302058,73.42084801869794
PA,1965,1751318,652906,1245912,3691,51907,3705734,1.4007211526785246,98.59927884732147
RI,1965,11461,17036,127459,0,3549,159505,2.2250086204194224,97.77499137958058
SC,1965,121474,90513,224469,880,52586,489922,10.733545339870428,89.26645466012957
SD,1965,5652,26884,89989,0,14330,136855,10.470936392532241,89.52906360746776
TN,1965,338853,211142,291325,0,76396,917716,8.324579717472508,91.6754202825275
TX,1965,29182,3181456,1963246,0,43732,5217616,0.8381605698847903,99.16183943011521
UT,1965,75449,99810,142231,0,5072,322562,1.5724108853491732,98.42758911465083
VA,1965,386296,98615,513562,0,57219,1055692,5.420046756061427,94.57995324393858
VT,1965,2707,0,58909,0,9368,70984,13.197340245689169,86.80265975431082
WA,1965,12134,116216,405793,0,234444,768587,30.503248168392126,69.49675183160787
WI,1965,347925,204093,412265,0,46685,1010968,4.61785140578139,95.3821485942186
WV,1965,477365,176111,136937,0,14729,805142,1.8293667452449383,98.17063325475506
WY,1965,34454,54805,86464,0,4567,180290,2.5331410505297023,97.46685894947029
US,1965,11582398,15779457,23183963,43164,2007517,52596499,3.816826287240145,96.18317371275985
AK,1966,16431,12282,65655,0,6114,100482,6.084671881531021,93.91532811846898
AL,1966,583457,240755,272450,0,72734,1169396,6.219792097800916,93.78020790219908
AR,1966,111,289632,194561,0,40584,524888,7.731935193793723,92.26806480620628
AZ,1966,7373,174448,159220,0,21495,362536,5.929066354789593,94.0709336452104
CA,1966,51515,1982305,2219598,1895,190831,4446144,4.292056217702351,95.70794378229765
CO,1966,109021,207693,212419,0,10388,539521,1.9254116151178546,98.07458838488215
CT,1966,136198,48744,412430,0,14474,611846,2.3656279521317454,97.63437204786825
DC,1966,23936,17611,93935,0,95,135577,0.07007088222928667,99.92992911777071
DE,1966,38690,19845,135477,0,5852,199864,2.927991033903054,97.07200896609694
FL,1966,70146,220568,843702,0,40729,1175145,3.465870169213161,96.53412983078684
GA,1966,177237,243089,413509,0,86062,919897,9.355612639241132,90.64438736075887
HI,1966,0,0,144166,0,525,144691,0.362842194746045,99.63715780525395
IA,1966,125400,244028,317679,0,8921,696028,1.2817013108668043,98.71829868913319
ID,1966,14867,38992,87936,0,33565,175360,19.140625,80.859375
IL,1966,1072076,868621,1232038,16358,35866,3224959,1.112138169818593,98.88786183018141
IN,1966,967518,399896,659189,0,23649,2050252,1.1534679639380916,98.8465320360619
KS,1966,13680,481093,279358,0,3436,777567,0.44189118108150166,99.5581088189185
KY,1966,426294,152219,281670,0,31345,891528,3.5158738704785493,96.48412612952146
LA,1966,0,1245597,695295,0,39754,1980646,2.0071229285798675,97.99287707142014
MA,1966,112103,117709,969386,12572,52491,1264261,4.151911670137733,95.84808832986226
MD,1966,339046,102826,432553,0,32846,907271,3.6203074935713806,96.37969250642863
ME,1966,7401,522,180137,0,38863,226923,17.12607360205885,82.87392639794115
MI,1966,897159,626782,824626,3983,44084,2396634,1.8394131102204174,98.16058688977958
MN,1966,171398,265810,450411,1498,26728,915845,2.9183977638137457,97.08160223618626
MO,1966,190661,357396,476235,0,28835,1053127,2.738036343195075,97.26196365680492
MS,1966,898,284500,185309,0,37816,508523,7.436438469843055,92.56356153015695
MT,1966,5805,72116,118225,0,34729,230875,15.042338927991338,84.95766107200866
NC,1966,380312,89442,535629,0,83671,1089054,7.682906449083333,92.31709355091667
ND,1966,36034,31864,112532,0,6914,187344,3.6905371936117515,96.30946280638825
NE,1966,19748,195864,151343,0,5814,372769,1.559679050564827,98.44032094943518
NH,1966,9655,4197,108409,0,15750,138011,11.41213381542051,88.5878661845795
NJ,1966,236575,236816,1152190,0,24491,1650072,1.4842382635424394,98.51576173645756
NM,1966,37029,247390,126340,0,5735,416494,1.3769706166235287,98.62302938337648
NV,1966,10862,36305,72019,0,7021,126207,5.563082871789995,94.43691712821
NY,1966,731385,645684,2220867,9274,134028,3741238,3.582450515043416,96.41754948495658
OH,1966,1420418,975841,940071,17,41464,3377811,1.2275405580714847,98.77245944192852
OK,1966,695,449319,303667,0,9477,763158,1.2418136218188107,98.7581863781812
OR,1966,6521,69324,262945,0,115562,454352,25.434464908264957,74.56553509173504
PA,1966,1746453,702888,1284932,6107,53572,3793952,1.4120368417945193,98.58796315820548
RI,1966,10581,17385,127158,0,3757,158881,2.3646628608833025,97.6353371391167
SC,1966,132867,100873,243173,852,49417,527182,9.373802595688018,90.62619740431198
SD,1966,5239,28256,93476,105,17608,144684,12.169970418290896,87.8300295817091
TN,1966,363659,236752,325849,0,75178,1001438,7.507004926915096,92.4929950730849
TX,1966,27844,3404262,2078723,0,46470,5557299,0.8361975844740404,99.16380241552596
UT,1966,79119,95740,154284,0,4636,333779,1.3889429832314195,98.61105701676858
VA,1966,386377,125287,533921,0,58708,1104293,5.316342673547691,94.6836573264523
VT,1966,2198,906,64284,0,9674,77062,12.55352832783992,87.44647167216007
WA,1966,11134,124827,432260,11497,247337,827055,29.9057499198965,70.0942500801035
WI,1966,370695,229393,430383,0,46522,1076993,4.319619533274589,95.68038046672541
WV,1966,520023,179195,140775,0,14729,854722,1.7232503667859258,98.27674963321408
WY,1966,41450,62891,82040,0,4645,191026,2.4316061687937767,97.56839383120622
US,1966,12145291,17005781,24334435,64158,2044990,55594655,3.678393183661271,96.32160681633873
AK,1967,18462,11889,76363,0,5910,112624,5.2475493678079275,94.75245063219208
AL,1967,580163,262055,277348,0,80231,1199797,6.687047892268442,93.31295210773156
AR,1967,104,295756,200031,0,37500,533391,7.030489828287316,92.96951017171268
AZ,1967,7184,169085,167963,0,21267,365499,5.818620570781316,94.18137942921868
CA,1967,53949,2048734,2251677,6503,223328,4584191,4.871699281290853,95.12830071870914
CO,1967,107862,210209,231730,0,10391,560192,1.854899748657603,98.1451002513424
CT,1967,109548,50826,445943,6056,15308,627681,2.438818444400898,97.5611815555991
DC,1967,22600,21923,102383,0,96,147002,0.06530523394239535,99.9346947660576
DE,1967,40712,21948,125888,0,5783,194331,2.975850481909731,97.02414951809027
FL,1967,96160,234326,847255,0,42543,1220284,3.486319578065434,96.51368042193457
GA,1967,165942,265271,454111,0,83470,968794,8.61586673740754,91.38413326259246
HI,1967,0,0,162476,0,628,163104,0.38503041004512456,99.61496958995488
IA,1967,120832,278580,331001,0,8584,738997,1.1615744042262688,98.83842559577373
ID,1967,13401,35929,104391,0,33833,187554,18.039071414099407,81.96092858590059
IL,1967,1030722,979649,1283202,9325,36183,3339081,1.083621511427845,98.91637848857215
IN,1967,930848,434632,657294,0,24073,2046847,1.1761015845346525,98.82389841546535
KS,1967,12231,446454,282028,0,3284,743997,0.4413996292995805,99.55860037070042
KY,1967,434203,197083,292795,0,35123,959204,3.661681977973403,96.3383180220266
LA,1967,0,1440390,750617,0,37685,2228692,1.690902107603922,98.30909789239608
MA,1967,101438,129884,1042398,14707,52573,1341000,3.920432513049963,96.07956748695004
MD,1967,350715,121287,412949,0,36000,920951,3.9090027591044474,96.09099724089555
ME,1967,5618,775,193495,0,40369,240257,16.802424070890755,83.19757592910925
MI,1967,870628,699131,845652,5801,42707,2463919,1.733295615643209,98.26670438435679
MN,1967,161175,285350,433071,1624,26329,907549,2.9011105736439573,97.09888942635604
MO,1967,188991,367195,494891,0,27056,1078133,2.5095234075944246,97.49047659240557
MS,1967,962,288650,207865,0,34261,531738,6.4432107541684065,93.5567892458316
MT,1967,5484,64908,111571,0,37055,219018,16.9187007460574,83.0812992539426
NC,1967,405418,100822,547089,0,83266,1136595,7.325916443412122,92.67408355658787
ND,1967,44028,32049,116513,0,9804,202394,4.844017115131871,95.15598288486812
NE,1967,18303,187907,158852,0,5713,370775,1.5408266468882745,98.45917335311172
NH,1967,10247,4522,112063,0,15648,142480,10.98259404828748,89.01740595171252
NJ,1967,198642,261542,1252470,0,25111,1737765,1.4450170189870322,98.55498298101297
NM,1967,44143,280382,125949,0,5432,455906,1.1914736809780964,98.80852631902191
NV,1967,9379,36822,75859,0,6823,128883,5.293948775245766,94.70605122475423
NY,1967,726567,602670,2354677,13321,137102,3834337,3.5756377178114493,96.42436228218855
OH,1967,1405472,994595,949735,0,39598,3389400,1.1682893727503394,98.83171062724966
OK,1967,567,460163,313611,0,9509,783850,1.2131147540983607,98.78688524590164
OR,1967,4802,73999,262509,0,117729,459039,25.646840464535693,74.3531595354643
PA,1967,1701151,701546,1308614,6968,54815,3773094,1.4527864929948737,98.54721350700513
RI,1967,6545,19251,147508,0,4113,177417,2.31826713336377,97.68173286663622
SC,1967,134348,104561,245391,94,47544,531938,8.937883738330408,91.06211626166959
SD,1967,5553,27846,92614,770,17970,144753,12.414250481855298,87.5857495181447
