State,Year,Coal,Natural gas,Petroleum,Nuclear,Total renewable energy,TotalEnergy,PercentRenewable,PercentNonRenewable
US,1990,19167682,19627801,33500896,6104350,3864578,82265307,4.697700818158984,95.30229918184102
AK,1991,12675,367952,204675,0,11063,596365,1.8550719777317581,98.14492802226825
AL,1991,723921,261476,486549,166430,181640,1820016,9.980132042795228,90.01986795720477
AR,1991,215945,212680,261975,132746,85229,908575,9.380513441377982,90.61948655862201
AZ,1991,347261,128178,354652,263104,41462,1134657,3.65414393953415,96.34585606046585
CA,1991,89519,2208285,3254790,330684,376041,6259319,6.007698281554271,93.99230171844573
CO,1991,330609,268787,331410,0,20012,950818,2.104714046221254,97.89528595377875
CT,1991,38582,115683,426380,128355,31964,740964,4.313839808681664,95.68616019131834
DC,1991,1653,31287,35739,0,1347,70026,1.9235712449661555,98.07642875503385
DE,1991,56853,38967,139102,0,1733,236655,0.7322896199108406,99.26771038008916
FL,1991,650316,360992,1545238,215001,211898,2983445,7.102460410699711,92.8975395893003
GA,1991,643363,331599,780556,272752,197973,2226243,8.892695002297593,91.10730499770241
HI,1991,1063,0,266571,0,26765,294399,9.091403163733572,90.90859683626643
IA,1991,349273,188083,304543,43475,69801,955175,7.307666134477976,92.69233386552203
ID,1991,12271,52741,120517,0,54792,240321,22.799505661178173,77.20049433882183
IL,1991,757572,999478,1052333,753444,107987,3670814,2.9417725877693615,97.05822741223064
IN,1991,1338976,460594,783275,0,59103,2641948,2.2370992918861385,97.76290070811386
KS,1991,268537,373151,366669,61422,14232,1084011,1.3129018063469835,98.68709819365301
KY,1991,802748,196251,497931,0,33801,1530731,2.208160676173671,97.79183932382632
LA,1991,214236,1596766,1646691,146317,123489,3727499,3.3129183938077515,96.68708160619225
MA,1991,117917,283708,779969,46304,58748,1286646,4.5659800753276345,95.43401992467237
MD,1991,274761,182961,492584,94734,31790,1076830,2.9521837244504705,97.04781627554954
ME,1991,15409,5001,236445,65676,130449,452980,28.797960174842157,71.20203982515784
MI,1991,764149,889956,873873,283290,98544,2909812,3.386610543911428,96.61338945608857
MN,1991,301476,318200,509447,126427,58373,1313923,4.44264998786078,95.55735001213922
MO,1991,533887,258636,580164,104624,24654,1501965,1.6414497008918316,98.35855029910817
MS,1991,95302,257004,384670,95750,89510,922236,9.705758612762894,90.29424138723711
MT,1991,184213,46719,135154,0,58187,424273,13.714518717900974,86.28548128209903
NC,1991,567411,172818,705946,317795,96609,1860579,5.192415909241156,94.80758409075885
ND,1991,378936,36122,113247,0,9772,538077,1.8160969526666257,98.18390304733337
NE,1991,152008,111956,200522,84372,12098,560956,2.1566753898701503,97.84332461012986
NH,1991,34784,14098,146347,71164,29759,296152,10.048556146843513,89.95144385315649
NJ,1991,61891,495053,1125667,260072,35811,1978494,1.8100130705475983,98.1899869294524
NM,1991,234301,227349,226518,0,7678,695846,1.1034050637641086,98.89659493623589
NV,1991,180259,68175,174349,0,15903,438686,3.625144180575628,96.37485581942437
NY,1991,352268,916539,1667903,298252,188187,3423149,5.497481996839752,94.50251800316025
OH,1991,1413415,798398,1054525,155507,84217,3506062,2.402039667296243,97.59796033270376
OK,1991,312747,589960,433239,0,27715,1363661,2.032396614701161,97.96760338529884
OR,1991,32760,127778,359850,15363,196028,731779,26.78786901509882,73.21213098490118
PA,1991,1425228,666938,1266691,602575,76757,4038189,1.9007777991569983,98.099222200843
RI,1991,101,77996,95651,0,4515,178263,2.5327746083034617,97.46722539169654
SC,1991,290951,137393,399050,451945,85812,1365151,6.285898043513135,93.71410195648687
SD,1991,38674,26730,97389,0,17179,179972,9.545373724801635,90.45462627519836
TN,1991,565397,234594,526118,173895,102183,1602187,6.377719954037825,93.62228004596217
TX,1991,1333449,3823075,4782851,207582,106685,10253642,1.0404595752416557,98.95954042475834
UT,1991,344365,142458,205358,0,6843,699024,0.9789363455332005,99.0210636544668
VA,1991,379934,188469,731252,250424,100026,1650105,6.061796067522976,93.93820393247702
VT,1991,307,6982,77556,43072,9915,137832,7.193539961692495,92.8064600383075
WA,1991,89085,179237,761591,44346,380353,1454612,26.148072475684238,73.85192752431577
WI,1991,405601,333844,478345,115234,92278,1425302,6.4742770304118,93.5257229695882
WV,1991,802006,118823,199249,0,8916,1128994,0.7897296176950453,99.21027038230496
WY,1991,450771,103129,109136,0,5610,668646,0.8390089823314579,99.16099101766854
US,1991,18989140,20033047,32790251,6422132,3901433,82136003,4.749966954199123,95.25003304580088
AK,1992,12509,383887,212539,0,11938,620873,1.9227764776371334,98.07722352236287
AL,1992,775653,287947,491998,203111,186497,1945206,9.587519265311746,90.41248073468826
AR,1992,220706,226598,271674,118591,89408,926977,9.645115250971706,90.35488474902829
AZ,1992,369743,133771,365236,268149,41644,1178543,3.5335155357080734,96.46648446429192
CA,1992,91515,2294135,3245822,369043,377508,6378023,5.918887404451191,94.0811125955488
CO,1992,339652,259036,340901,0,18597,958186,1.9408549070848458,98.05914509291516
CT,1992,39166,126132,422371,175606,36453,799728,4.558174779425005,95.441825220575
DC,1992,1254,33187,34547,0,1411,70399,2.0042898336624098,97.99571016633759
DE,1992,46120,37201,147977,0,1783,233081,0.7649701176844101,99.23502988231559
FL,1992,649439,371137,1567742,262989,229941,3081248,7.462593079167921,92.53740692083208
GA,1992,613139,351369,795239,293149,200633,2253529,8.90305826994017,91.09694173005983
HI,1992,6750,0,272480,0,26202,305432,8.578668901752271,91.42133109824773
IA,1992,329253,179626,314515,35655,73277,932326,7.859589885941183,92.14041011405881
ID,1992,9620,50382,118730,0,49024,227756,21.52478968720912,78.47521031279088
IL,1992,698647,1003295,1078468,772156,113849,3666415,3.105185855938294,96.89481414406171
IN,1992,1291098,485267,779449,0,59138,2614952,2.2615329076786113,97.73846709232139
KS,1992,253303,338755,382061,88906,14180,1077205,1.316369678937621,98.68363032106238
KY,1992,812932,200899,528196,0,35252,1577279,2.2349882297298067,97.76501177027019
LA,1992,223538,1619499,1735750,108433,127019,3814239,3.3301269270226643,96.66987307297734
MA,1992,112044,344350,767820,49653,61424,1335291,4.600045982486215,95.39995401751379
MD,1992,247493,189963,494384,111662,34027,1077529,3.15787324517484,96.84212675482516
ME,1992,27500,5333,232092,56104,134693,455722,29.555957359969455,70.44404264003055
MI,1992,707470,964201,876843,197365,100867,2846746,3.5432384905432377,96.45676150945677
MN,1992,300773,312165,538597,116923,65245,1333703,4.892018687818802,95.1079813121812
MO,1992,522331,241227,600605,84647,26821,1475631,1.8175953202392738,98.18240467976072
MS,1992,86785,250696,399471,85587,90830,913369,9.944502167251132,90.05549783274887
MT,1992,194093,46615,139897,0,38500,419105,9.186242111165459,90.81375788883454
NC,1992,649160,186902,734150,238255,119993,1928460,6.222218765232362,93.77778123476764
ND,1992,399188,32147,117579,0,9616,558530,1.721662220471595,98.2783377795284
NE,1992,140933,103220,203315,91605,13687,552760,2.476119835009769,97.52388016499023
NH,1992,34679,16907,146937,82393,32553,313469,10.38475893948046,89.61524106051954
NJ,1992,62741,625894,1123664,226122,38434,2076855,1.8505865840417361,98.14941341595826
NM,1992,267469,211096,231443,0,7541,717549,1.0509386815395185,98.94906131846048
NV,1992,178836,81193,178800,0,15561,454390,3.4245912101938862,96.57540878980612
NY,1992,355983,1032726,1573605,252926,200666,3415906,5.874459074693507,94.1255409253065
OH,1992,1416870,838235,1095319,155028,82355,3587807,2.2954133263021115,97.70458667369789
OK,1992,328337,565655,468171,0,30828,1392991,2.2130796250657756,97.78692037493423
OR,1992,40780,127163,369828,47880,156161,741812,21.051290623500293,78.9487093764997
PA,1992,1473154,717188,1283797,629650,89723,4193512,2.1395670263969677,97.86043297360304
RI,1992,123,117757,104490,0,4770,227140,2.1000264154266093,97.89997358457339
SC,1992,288325,141758,387865,476813,87708,1382469,6.344301391206602,93.6556986087934
SD,1992,36042,27035,103259,0,16878,183214,9.212178108659819,90.78782189134019
TN,1992,590306,249234,561444,163909,99575,1664468,5.982391971488788,94.0176080285112
TX,1992,1324063,3768323,4986280,256502,117816,10452984,1.127103992505872,98.87289600749413
UT,1992,363056,132362,201745,0,6935,704098,0.9849481180176624,99.01505188198234
VA,1992,379542,220950,724875,244334,103325,1673026,6.175935102024715,93.82406489797529
VT,1992,508,7570,81981,39105,9628,138792,6.936999250677273,93.06300074932273
WA,1992,106087,180583,847703,59605,333174,1527152,21.81668884302283,78.18331115697717
WI,1992,395035,334867,476373,117350,93750,1417375,6.61433988887909,93.38566011112091
WV,1992,812735,137666,197870,0,10049,1158320,0.8675495545272464,99.13245044547276
WY,1992,491324,130703,113026,0,4857,739910,0.6564311875768675,99.34356881242313
US,1992,19117802,20723809,33468926,6479206,3931743,83721486,4.696217408276771,95.30378259172323
AK,1993,13630,375971,213456,0,11564,614621,1.8814846873113675,98.11851531268863
AL,1993,812948,302250,498060,187216,207205,2007679,10.320623964289112,89.67937603571089
AR,1993,200450,232682,284367,142032,102703,962234,10.673391295672362,89.32660870432764
AZ,1993,389839,118159,379251,231601,40750,1159600,3.514142807864781,96.48585719213521
CA,1993,84669,2213111,3155634,331724,416004,6201142,6.708506271909271,93.29149372809073
CO,1993,347233,286366,364253,0,20448,1018300,2.00805263674752,97.99194736325248
CT,1993,37303,125793,398029,229006,36817,826948,4.452154186236619,95.54784581376337
DC,1993,1279,33325,36925,0,1945,73474,2.647194926096306,97.3528050739037
DE,1993,63469,39346,147230,0,2492,252537,0.9867860947108741,99.01321390528912
FL,1993,654527,368011,1615819,271916,216027,3126300,6.909989444391133,93.09001055560887
GA,1993,655174,359989,872312,286059,209652,2383186,8.797131235245592,91.20286876475441
HI,1993,15575,0,239247,0,26238,281060,9.335373229915321,90.66462677008468
IA,1993,344102,196652,339473,33981,75750,989958,7.6518397750207585,92.34816022497924
ID,1993,9782,58294,128448,0,58875,255399,23.05216543526012,76.94783456473988
IL,1993,812832,1043124,1102832,823235,97273,3879296,2.5074910499224603,97.49250895007754
IN,1993,1319875,521235,801174,0,50485,2692769,1.874835903116829,98.12516409688317
KS,1993,302570,386513,352596,82977,13478,1138134,1.1842190814086917,98.81578091859132
KY,1993,921147,213053,526612,0,28339,1689151,1.6777067295937427,98.32229327040626
LA,1993,223457,1637028,1759008,151238,129759,3900490,3.3267358716468958,96.67326412835311
MA,1993,99579,350562,741938,45574,63660,1301313,4.891982174926401,95.1080178250736
MD,1993,261730,186562,517723,129208,37825,1133048,3.338340476308153,96.66165952369185
ME,1993,17377,5191,239297,60292,135766,457923,29.64821596643977,70.35178403356022
MI,1993,715473,924909,903733,299627,93903,2937645,3.196540085680877,96.80345991431912
MN,1993,325850,331511,547209,125902,70211,1400683,5.012625983181063,94.98737401681893
MO,1993,467752,280680,620426,88038,30680,1487576,2.062415634562537,97.93758436543746
MS,1993,99325,235310,422266,83019,92918,932838,9.96078633160313,90.03921366839687
MT,1993,161903,54265,149526,0,42724,408418,10.460851382652088,89.53914861734792
NC,1993,689419,192526,759709,249564,123182,2014400,6.115071485305799,93.8849285146942
ND,1993,399919,36274,115068,0,8499,559760,1.518329283978848,98.48167071602116
NE,1993,166207,122210,199079,71481,13949,572926,2.4346948820615575,97.56530511793844
NH,1993,37485,16932,147279,95028,32719,329443,9.931611841805715,90.06838815819428
NJ,1993,63133,651646,1089682,261888,36935,2103284,1.7560633751790058,98.24393662482099
NM,1993,270273,224999,232189,0,6812,734273,0.9277203437958361,99.07227965620416
NV,1993,172371,87493,190337,0,17150,467351,3.669618766195001,96.330381233805
NY,1993,326194,1021481,1559483,282445,218505,3408108,6.4113285142372245,93.58867148576277
OH,1993,1431633,864580,1100196,105152,64688,3566249,1.8138946551404571,98.18610534485954
OK,1993,355829,600099,457287,0,37904,1451119,2.6120531810278824,97.38794681897211
OR,1993,37131,141796,360397,-223,169830,708931,23.95578695246787,76.04421304753212
PA,1993,1487022,731693,1314251,623208,89126,4245300,2.099404046828257,97.90059595317175
RI,1993,72,76502,99496,0,5116,181186,2.8236177188082965,97.1763822811917
SC,1993,329445,145591,397231,485168,89878,1447313,6.209990513454933,93.79000948654506
SD,1993,36371,31708,106331,0,13327,187737,7.098760500061256,92.90123949993874
TN,1993,685674,263147,572761,34714,90319,1646615,5.4851316185022,94.5148683814978
TX,1993,1430676,3925163,4927256,130321,105422,10518838,1.0022209677532823,98.99777903224671
UT,1993,370982,149255,205702,0,7689,733628,1.0480788628569249,98.95192113714307
VA,1993,397271,248412,741831,238323,110056,1735893,6.3400221096576805,93.65997789034232
VT,1993,145,7221,81392,35421,11470,135649,8.455646558397039,91.54435344160296
WA,1993,97804,229613,759003,74946,333704,1495070,22.320292695325303,77.6797073046747
WI,1993,403278,352381,501031,120424,88684,1465798,6.050219743784615,93.94978025621539
WV,1993,821171,144246,197702,0,11000,1174119,0.9368726679322965,99.06312733206771
WY,1993,467772,110499,119969,0,5319,703559,0.7560133549567272,99.24398664504328
US,1993,19836126,21255357,33591507,6410499,4004770,85098259,4.706053974617742,95.29394602538225
AK,1994,12578,367592,219277,0,14301,613748,2.3301094260184962,97.6698905739815
AL,1994,773804,299250,525738,214054,255095,2067941,12.335700099761066,87.66429990023893
AR,1994,222169,247187,297298,145531,95703,1007888,9.49540028257108,90.50459971742892
AZ,1994,402390,139733,387714,242182,43382,1215401,3.5693569447449853,96.43064305525502
CA,1994,84616,2334777,3304777,352778,355772,6432720,5.530661990573194,94.4693380094268
CO,1994,359375,272152,371844,0,18625,1021996,1.8224141777462926,98.1775858222537
CT,1994,38584,134374,382203,210712,37501,803374,4.667937971604757,95.33206202839524
DC,1994,1169,31188,38150,0,1848,72355,2.55407366457052,97.44592633542948
DE,1994,57477,47255,141387,0,2421,248540,0.9740886778788123,99.02591132212119
FL,1994,663382,417702,1667888,278881,214035,3241888,6.602171327325312,93.39782867267469
GA,1994,685757,351897,880083,302346,211034,2431117,8.680536559943434,91.31946344005657
HI,1994,15740,0,257889,0,23020,296649,7.760012674912102,92.2399873250879
IA,1994,348935,198503,353616,42930,78020,1022004,7.634021001874748,92.36597899812526
ID,1994,9663,59069,132069,0,51607,252408,20.44586542423378,79.55413457576621
IL,1994,825387,1038608,1108660,759385,100045,3832085,2.610719751780036,97.38928024821996
IN,1994,1297228,523523,829694,0,48955,2699400,1.8135511595169296,98.18644884048307
KS,1994,300955,415552,346720,89145,13015,1165387,1.1167963946740438,98.88320360532596
KY,1994,896399,221269,528177,0,29855,1675700,1.7816434922718865,98.21835650772812
LA,1994,230869,1649015,1865978,133562,141614,4021038,3.5218269511504245,96.47817304884957
MA,1994,101755,381130,718173,40330,66997,1308385,5.120587594630021,94.87941240536998
MD,1994,268862,190998,520692,117432,39116,1137100,3.4399788936768974,96.5600211063231
ME,1994,17631,5268,253439,69317,132498,478153,27.710377222353515,72.28962277764649
MI,1994,800996,917002,904323,147836,97443,2867600,3.39806807086065,96.60193192913935
MN,1994,332848,327091,565003,127761,73382,1426085,5.145696084034261,94.85430391596574
MO,1994,539958,267762,652393,104588,25653,1590354,1.613037097400956,98.38696290259904
MS,1994,97270,266219,401065,100493,95203,960250,9.914397292371778,90.08560270762823
MT,1994,193689,53315,148716,0,38106,433826,8.783705909742615,91.21629409025738
NC,1994,632792,195303,769268,338080,138184,2073627,6.6638792801212565,93.33612071987875
ND,1994,402452,39325,116351,0,10675,568803,1.8767481887402142,98.12325181125979
NE,1994,160506,123981,206553,66321,15661,573022,2.7330538792576897,97.2669461207423
NH,1994,33580,19813,151807,64842,30267,300309,10.07861902240692,89.92138097759307
NJ,1994,65071,706021,1169163,231296,41646,2213197,1.8817122922179996,98.118287707782
NM,1994,278385,221479,221276,0,6686,727826,0.9186261551524677,99.08137384484753
NV,1994,180270,104940,200260,0,15814,501284,3.1546987336519816,96.84530126634802
NY,1994,316750,1094082,1493381,305527,218065,3427805,6.361651260792256,93.63834873920774
OH,1994,1386079,871347,1115705,114473,92928,3580532,2.5953685094840653,97.40463149051594
OK,1994,333445,595671,467102,0,32764,1428982,2.292821043232175,97.70717895676782
OR,1994,44583,152929,366782,0,152449,716743,21.269688019276085,78.73031198072391
PA,1994,1439646,738865,1345845,702446,95054,4321856,2.199379155622029,97.80062084437797
RI,1994,75,112094,104400,0,5001,221570,2.257074513697703,97.7429254863023
SC,1994,330813,148708,394542,464760,93678,1432501,6.5394718747142235,93.46052812528578
SD,1994,41355,31228,109047,0,22483,204113,11.014976998035403,88.98502300196459
TN,1994,622698,253995,592881,124717,103022,1697313,6.069711361428328,93.93028863857167
TX,1994,1389409,3885072,5149512,300448,104814,10829255,0.967878215075737,99.03212178492426
UT,1994,380866,146416,210443,0,7282,745007,0.9774404804250162,99.02255951957498
VA,1994,371724,260366,754018,265782,115358,1767248,6.527550179714448,93.47244982028555
VT,1994,124,7274,80554,45106,11897,144955,8.207374702493878,91.79262529750612
WA,1994,106884,263176,794789,70444,328652,1563945,21.01429398092644,78.98570601907356
WI,1994,424867,360440,514289,120370,92731,1512697,6.130176763753746,93.86982323624625
WV,1994,890802,155098,206789,0,10956,1263645,0.8670156570872357,99.13298434291276
WY,1994,490891,112252,119956,0,6161,729260,0.8448290047445356,99.15517099525546
US,1994,19903559,21757307,34457681,6693877,4056473,86868897,4.66964948340486,95.33035051659515
AK,1995,12882,432813,235221,0,13675,694591,1.9687845077174913,98.03121549228251
AL,1995,828277,332399,536342,218045,256556,2171619,11.814042886896827,88.18595711310317
AR,1995,237334,271956,306763,122486,95304,1033843,9.218420978813997,90.781579021186
AZ,1995,342889,127945,407598,283526,49010,1210968,4.047175482754293,95.9528245172457
CA,1995,84323,2109956,3313101,317794,419049,6244223,6.710987099595899,93.2890129004041
CO,1995,344201,288383,377856,0,21823,1032263,2.1140930169927623,97.88590698300723
CT,1995,40787,144867,363702,196995,43715,790066,5.533082046310055,94.46691795368994
DC,1995,143,33201,36938,0,1850,72132,2.56474241668053,97.43525758331947
DE,1995,52448,62738,126245,0,2475,243906,1.0147351848663009,98.9852648151337
FL,1995,686924,579310,1596852,301978,218817,3383881,6.466450800131565,93.53354919986843
GA,1995,723817,383385,924610,322151,220171,2574134,8.553206631822587,91.44679336817741
HI,1995,19914,0,252252,0,22171,294337,7.532522244909746,92.46747775509026
IA,1995,372311,210496,361136,39191,77467,1060601,7.304066279401962,92.69593372059803
ID,1995,8946,65687,140739,0,63648,279020,22.81126800946169,77.18873199053832
IL,1995,826679,1093289,1121251,824598,97004,3962821,2.447852173994233,97.55214782600576
IN,1995,1344410,538395,808870,0,51468,2743143,1.8762419604081888,98.1237580395918
KS,1995,289709,367750,353830,105723,12871,1129883,1.1391444954920111,98.860855504508
KY,1995,929379,245572,540851,0,28033,1743835,1.6075488793377815,98.39245112066222
LA,1995,216826,1737257,1819022,164812,145672,4083589,3.567254197226998,96.432745802773
MA,1995,105363,391216,674294,47133,66549,1284555,5.180704601982788,94.81929539801722
MD,1995,289562,198577,482528,135939,42126,1148732,3.6671738926050637,96.33282610739494
ME,1995,10995,5538,243867,2076,137743,400219,34.4169067435579,65.5830932564421
MI,1995,786684,970995,927445,256879,98922,3040925,3.2530233399376836,96.74697666006232
MN,1995,337972,357493,585943,139149,77675,1498232,5.1844440647376375,94.81555593526237
MO,1995,593728,281056,670662,86597,25012,1657055,1.509424853127989,98.490575146872
MS,1995,103786,295377,394455,84196,94383,972197,9.708217573187328,90.29178242681267
MT,1995,175304,59571,155992,0,53342,444209,12.00831140296572,87.99168859703428
NC,1995,662870,212010,815328,377308,130716,2198232,5.946415119059317,94.05358488094069
ND,1995,399757,41663,113693,0,12956,568069,2.2807088575507555,97.71929114244925
NE,1995,179482,133675,209703,78650,23542,625052,3.7664066349679706,96.23359336503204
NH,1995,35576,20046,150696,88042,30028,324388,9.256815911809316,90.74318408819069
NJ,1995,79902,713123,1146903,176576,44140,2160644,2.042909428855471,97.95709057114453
NM,1995,275217,219476,204586,0,7966,707245,1.1263423566090958,98.8736576433909
NV,1995,162497,112502,206975,0,17257,499231,3.4567164298691386,96.54328357013087
NY,1995,305274,1293868,1441869,276714,214169,3531894,6.063856956069463,93.93614304393054
OH,1995,1379803,923007,1116216,176182,86216,3681424,2.3419198657910636,97.65808013420893
OK,1995,369889,586432,434518,0,34109,1424948,2.393701384190862,97.60629861580914
OR,1995,20173,152111,358795,0,185887,716966,25.92689193071917,74.07310806928083
PA,1995,1484091,761428,1310049,698311,105281,4359160,2.4151671422934693,97.58483285770653
RI,1995,74,103499,98788,0,5015,207376,2.418312630198287,97.58168736980171
SC,1995,314509,155957,401400,516666,100846,1489378,6.771014477184435,93.22898552281556
SD,1995,37429,34738,110090,0,25427,207684,12.243119354403806,87.7568806455962
TN,1995,669028,264854,617783,165048,96931,1813644,5.3445439126973096,94.6554560873027
TX,1995,1364800,4037538,5121472,379842,110346,11013998,1.0018705287580405,98.99812947124195
UT,1995,361424,166860,227890,0,7891,764065,1.0327655369634783,98.96723446303652
VA,1995,385108,283873,750734,264092,119343,1803150,6.618584144413942,93.38141585558606
VT,1995,74,7259,80434,40541,12455,140763,8.848205849548531,91.15179415045147
WA,1995,69790,264474,815156,72938,374986,1597344,23.475594486848166,76.52440551315183
WI,1995,441615,385340,518512,115258,97801,1558526,6.275224154104583,93.72477584589542
WV,1995,871336,157816,206589,0,11336,1247077,0.909005618738859,99.09099438126114
WY,1995,463533,103848,129045,0,5464,701890,0.7784695607573836,99.22153043924261
US,1995,20098843,22720621,34345586,7075436,4296642,88537128,4.852926785698312,95.14707321430168
AK,1996,11152,443629,242048,0,13145,709974,1.8514762512430032,98.148523748757
AL,1996,890742,337764,539104,312018,246945,2326573,10.614109249956911,89.38589075004309
AR,1996,260060,274991,308927,140285,98641,1082904,9.108933017146487,90.89106698285352
AZ,1996,342839,125265,430032,302902,50240,1251278,4.015094966905836,95.98490503309417
CA,1996,80324,2017680,3380192,358119,404112,6240427,6.475710716590387,93.52428928340962
CO,1996,350712,315855,391154,0,23186,1080907,2.1450504067417455,97.85494959325825
CT,1996,41120,139102,402402,65384,51996,700004,7.42795755452826,92.57204244547174
DC,1996,575,34213,35034,0,1922,71744,2.6789696699375556,97.32103033006244
DE,1996,50779,55934,142557,0,2641,251911,1.0483861363735605,98.95161386362643
FL,1996,745817,561145,1605674,267514,238919,3419069,6.987837917280991,93.01216208271902
GA,1996,723082,393417,977292,314302,224444,2632537,8.525768108862287,91.4742318911377
HI,1996,20371,0,238601,0,21531,280503,7.6758537341846615,92.32414626581534
IA,1996,383702,223127,365993,41210,82247,1096279,7.502378500363502,92.4976214996365
ID,1996,7311,69191,149928,0,72019,298449,24.13109107418688,75.86890892581312
IL,1996,919858,1136534,1169912,732840,82764,4041908,2.047646804429987,97.95235319557001
IN,1996,1374505,576285,815036,0,46611,2812437,1.6573171239035756,98.34268287609642
KS,1996,338314,360921,371416,86176,11716,1168543,1.0026160783129077,98.99738392168709
KY,1996,952091,248009,527252,0,31382,1758734,1.7843516984376262,98.21564830156237
LA,1996,205405,1687569,1955598,165578,145919,4160069,3.5076100901211014,96.4923899098789
MA,1996,113698,386953,676073,55922,70193,1302839,5.3876956400599,94.6123043599401
MD,1996,292476,200827,502599,127010,49203,1172115,4.197796291319538,95.80220370868047
ME,1996,9827,5821,251711,53166,138415,458940,30.159715866997864,69.84028413300213
MI,1996,796303,1017096,949317,281789,111880,3156385,3.544561262330166,96.45543873766984
MN,1996,354571,374298,621533,127035,76729,1554166,4.93698871291741,95.06301128708259
MO,1996,631084,296414,701147,93376,22717,1744738,1.3020293018206746,98.69797069817932
MS,1996,127780,277468,417839,96886,85759,1005732,8.527023103570334,91.47297689642967
MT,1996,138751,63251,166438,0,62959,431399,14.594146022591614,85.40585397740838
NC,1996,744253,222106,852728,354142,132874,2306103,5.761841513583739,94.23815848641627
ND,1996,403951,45716,118582,0,14272,582521,2.450040427727069,97.54995957227293
NE,1996,178884,133525,232216,99325,27325,671275,4.070611895273919,95.92938810472609
NH,1996,36142,19295,155699,103399,34337,348872,9.842291728771583,90.15770827122842
NJ,1996,86606,718698,1120749,115826,41931,2083810,2.012227602324588,97.98777239767541
NM,1996,279149,233557,206197,0,7129,726032,0.9819126429689049,99.01808735703109
NV,1996,169470,126894,224190,0,17338,537892,3.223323641177039,96.77667635882295
NY,1996,311795,1229479,1510247,369977,240615,3662113,6.570387096192826,93.42961290380717
OH,1996,1447126,966665,1186247,146195,83243,3829476,2.173743875141142,97.82625612485886
OK,1996,373093,587957,461885,0,36724,1459659,2.515930090521142,97.48406990947886
OR,1996,20261,188209,361561,0,206337,776368,26.577215959441915,73.42278404055808
PA,1996,1543719,770927,1297896,721262,114722,4448526,2.5788766885930308,97.42112331140697
RI,1996,81,127144,96751,0,5490,229466,2.39251130886493,97.60748869113507
SC,1996,352579,153883,408506,457627,110726,1483321,7.4647362236495,92.5352637763505
SD,1996,33538,37342,115363,0,31749,217992,14.564295937465594,85.4357040625344
TN,1996,650760,289307,634454,240773,96168,1911462,5.031122774086014,94.96887722591399
TX,1996,1485577,4268665,5497675,375656,104877,11732450,0.8939053650345836,99.10609463496542
UT,1996,359984,168059,242234,0,8638,778915,1.1089785149855889,98.8910214850144
VA,1996,428703,269837,767473,276085,129674,1871772,6.927873694018288,93.07212630598171
VT,1996,42,7461,84587,39899,13335,145324,9.176048003082768,90.82395199691723
WA,1996,90901,283909,820381,58691,427620,1681502,25.43083505104365,74.56916494895636
WI,1996,454596,408079,543614,106305,109575,1622169,6.7548449021032955,93.2451550978967
WV,1996,913619,164286,185803,0,12182,1275890,0.9547845033662776,99.04521549663372
WY,1996,474076,107588,132719,0,6383,720766,0.885585613083858,99.11441438691614
US,1996,21002157,23151345,35592566,7086674,4481498,91314240,4.9077756109014326,95.09222438909856
AK,1997,11719,425394,256040,0,8109,701262,1.1563438486614133,98.84365615133859
AL,1997,867264,337431,524929,310336,221668,2261628,9.801258208688608,90.19874179131139
AR,1997,246786,264019,320440,149100,100134,1080479,9.267556333811207,90.73244366618879
AZ,1997,369872,137588,430092,307623,61559,1306734,4.710905203354317,95.28909479664568
CA,1997,82651,2185029,3292194,320194,376474,6256542,6.017285586830552,93.98271441316945
CO,1997,362423,311900,371516,0,24693,1070532,2.30661017139142,97.69338982860857
CT,1997,44982,148585,427410,-1309,47965,667633,7.184336304526589,92.81566369547342
DC,1997,983,34826,32573,0,1377,69759,1.9739388466004386,98.02606115339957
DE,1997,48586,48140,131417,0,2202,230345,0.955957368295383,99.04404263170461
FL,1997,751335,547201,1654266,241023,229786,3423611,6.71180224622482,93.28819775377518
GA,1997,767969,381712,938363,319170,233372,2640586,8.837886741806553,91.16211325819344
HI,1997,20513,0,230468,0,19937,270918,7.359053292878288,92.64094670712171
IA,1997,391698,208360,362421,43541,74583,1080603,6.901979727985208,93.0980202720148
ID,1997,6410,70801,146540,0,79204,302955,26.143816738459506,73.8561832615405
IL,1997,974920,1095556,1169735,535916,90517,3866644,2.340970619482942,97.65902938051705
IN,1997,1423469,559146,819146,0,43216,2844977,1.5190280975909471,98.48097190240905
KS,1997,310907,338569,374645,88469,10255,1122845,0.9133050421028727,99.08669495789712
KY,1997,977760,239307,563514,0,25533,1806114,1.4136981386556995,98.5863018613443
LA,1997,226065,1857072,1929691,141785,142648,4297261,3.319509799381513,96.6804902006185
MA,1997,122896,411405,725016,45234,65292,1369843,4.766385636894155,95.23361436310584
MD,1997,289686,219008,509621,138657,42372,1199344,3.5329313357969023,96.4670686642031
ME,1997,8966,6470,256438,0,137018,408892,33.50958199231093,66.49041800768907
MI,1997,781123,987593,978548,229964,104363,3081591,3.386659683261017,96.61334031673898
MN,1997,341636,360264,614840,113536,82546,1512822,5.456425144531214,94.54357485546879
MO,1997,670589,285391,696979,93970,20496,1767425,1.1596531677440345,98.84034683225596
MS,1997,132171,264210,432969,113467,84291,1027108,8.206634550602274,91.79336544939773
MT,1997,162568,61699,160519,0,62094,446880,13.89500537056928,86.10499462943072
